Software engineer
"Интернет Маркетолог, Продажи"
Assiatant chief
QA engineer
Академическая программа
"Веб программист, бэкэнд"
приоритет операционной эффективности
It HR
Рекрутер
System & BI analyst
Frontend - JavaScript разработчик
devops
HR
"Обучение, сети, алгоритмы"
Системный администратор/DevOps
React js\ts front-end developer
Разработчик
QA
Global IT Talent Acquisition Manager
Frontend-developer
Release Engineer
HRD
Per aspera ad astra
Строю учебные программы. Управляю образовательными проектами.
ui ux дизайнер
Веб-дизайн
UI / UX design
Backend developer
Менеджер по развитию
Data Scientist
Веб-дизайнер
нестандартные it-проекты
Software Engineer (Flutter)
Lead Product Designer
Senior Product Designer
Управление
Автоматизация бизнеса
Digital маркетолог
"DevOps, SRE инженер"
Software Engineer
Менеджер продукта
ruby
"In God We Trust, everyone else pays cash."
Kotlin
"PHP Junior developer, Kotlin Junior developer. Backend"
Senior Software Engineer
Python
"Hey, I'm open to work 👋"
Frontend разработчик – работал в канадском SaaS Uploadcare
Project Manager / Product Owner / QA Lead
Подбор персонала
Recruiter
HR
"QA, Postman, json, Cypress"
Javascript
Системный аналитик
Разработчик ПО
"Frontend developer (React, React Native)"
Software engineer
DevOps
IT Project Management
Frontend developer
HR
C++
React
Веб-дизайн
Банковское дело/ администратор тренингового центра
Разработчик Android-приложений
IT
Frontend-разработчик
Делаю чистый и красивый код
администратор
Business Analyst
HR Generalist
"React, NextJS, Astra, Nuxt, Vue,"
Рекрутмент
Frontend / Vue / Nuxt / TypeScript
Java-разработчик
"unity3d, vuforia, augmented reality, доп реальность, VR, arkit, MySQL, Java"
QA Engineer (Middle)
"UX/UI дизайнер, бизнес-аналитик, менеджер"
HR
Frontend-разработчик | React | Vue | Typescript
QA Engineer
"JavaScript, TypeScript, React, Redux toolkit, SCSS, Git, HTML, CSS, REST API"
QA manual
Кодирую мечты в мобильные реальности
TL FE разработчик
Design Lead
"Стремлюсь улучшить опыт пользователя, т. к. это напрямую влияет на бизнес ;)"
"Fullstack разработчик (Next.js, Nest.js)"
Project Manager
"Laravel, php, vuejs, git, linux,golang,kubernetes,docker"
Senior PR-менеджер
"Играющий тренер, специалист по рационализации и оптимизации процессов в команде"
SEO Batman
Люблю налаживать процессы разработки так сильно как и саму разработку.
B2B sales corporates IT
Product Designer
Golang разработчик
Рекрутер
"Backend-разработчик | Node.js, Go"
Passionate data scientist. Eager to learn and grow!
IT Recruiter
Head of project
рекрутмент
Project Manager
Full-stack QA engineer
Frontend Developer
Eng manager/senior Full-stack developer
Product Owner
postgresql
"Разрабатываю цифровые схемы, специальность - нанотехнология в электронике"
"Я — аналитик CRM/BPM с 4,5-летним опытом. Работала с Salesforce и ELMA365: от ан"
"Python Team Lead, t-shaped"
— Я хотел бы поработать над реальными проектами с хорошей командой и с хорошим
Ruby on rails developer/Data engineer
"iOS, macOS, Objective C, Swift, Server Side Swift, Vapor 4, SwiftNIO"
Lead iOS
Frontend
iOS Developer
"Занимаюсь системным анализом,  работаю в аутстафе."
1с программист
Независимый usability-аналитик
Программист Rust
QA Engineer
Java back-end  разработка
"QA Engineer. Web, Desktop, Performance"
Android Developer
Data Engineer
Front-end developer
"Снижение T2M за счёт инноваций, развития команды и продуктового подхода"
"Программист, DevOps"
ИТ-рекрутер
Мой энтузиазм - .NET разработка под веб бэкенд
.NET
Главное мое качество - быстрая обучаемость
"Software Development Engineer, Team lead, I create solutions that work"
"C# developer, backend, .net core"
Все реально ! Действуй !
RPA-разработчик
NET разработчик
C# developer
Fullstack developer
Системный/ Бизнес-аналитик
Backend engineer & DevOps
Делаю быстрые и красивые сервисы.
Data Scientist
QA инженер
Scrum master and Delivery manager
IT Infrastructure Engineer | DevOps | SRE
Увлечённый JavaScript разработчик
I do it - IT edu
Python-разработчик
Project manager
QA engineer
Frontend - разработчик
"Engineering Manager/Director Руководитель разработки, CTO"
Веб разработчик
Android разработчик
Java junior developer
Dev
Финансовая сфера
Recruiter
Рекрутер
Оператор станка ЧПУ
Web-developer
IT рекрутмент
Инженер программист
разработчик
PHP/GO-программист
middle .NET разработчик
Team Tech Lead and Software Engineer
"Дизайнер интерфейсов, проектировщик"
QA Engineer
Разработка ПО. Облачные сервисы.
Технический писатель
Управление персоналом
HR-маркетолог
Unity developer
Инженер по автоматизированному тестированию
Любить людей и улыбаться :)
Банковское ПО
Математик/криптограф. Закончил мехмат МГУ (с отличием).
Новые горизонты
"Инженер по тестированию,  Аналитик 1С"
Backend team lead
"Lead C/Go программист, Team Lead"
Team Leader
Менеджер по подбору персонала
Продуктовый дизайнер
Sr Release Engineer
Just do IT
Android приложения
Senior QA
CTO at EVEN Lab
Project Manager
Frontend Developer
"Нет не решаемых задач, есть некорректно обозначенные сроки на их решение"
"«Дума,  дизайн,  дедлайн» — мои мысли текут нескончаемо"
FullStack Web Developer
Genius
Frontend developer
Vue Developer
Backend Python/Go Developer
Ruby Software Developer
Менеджер по маркетингу
"Backend NodeJS, NestJS"
Frontend Developer
Умею находить простые решения для сложных проблем
PHP developer
Backend разработчик
Data Analyst
"Frontend-developer, Vue.js, React.js, html-coding"
PHP/Python/Go гуру
Software developer
Android developer
Web программирование. Front-end developer
"Быстро учусь, отзывчивый, хорошо объясняю и взаимодействую с командой."
Архитектор
"Не Гэндальф, но знаю магию тестирования!"
GAME QA Engineer
Логика мое все
Developer Unity 3d .net/Mono
"Бороться и искать, найти и не сдаваться"
"Senior Frontend ( ReactJS, NextJS ) Developer"
Golang developer
Менеджер по проектам / администратор проектов
Руководитель группы
Product/Project manager
Software Engineer (Backend/Fullstack web developer)
QA инженер
Golang | Backend Developer
IT HR/PR/Recruiter
"Проектирование, программирование"
"Быстро вникаю в ход дела, учусь еще быстрее"
i0S Engineer
Менеджер проектов в IT в медицинской сфере. пмж в Европе. Опыт работы 10+ лет
"Нефтегазовое дело, Экономика"
TeamLead
Внедрение CRM маркетинга
SEO
PHP разработчик
"Senior Frontend (React, Next) I FullStack (Nest js)"
Ведущий инженер по автоматизации тестирования
типография
backend-разработчик
"Запуск пилотов.  Запуск заводов. SIM, IoT, eSIM, Банкинг"
Middle Android разработчик
Java Developer
Дизайнер
Специалист по тестированию
Frontend developer
Kotlin/Java backend developer
"Умею в бэкенд, фронтенд и гибридную мобильную разработку"
Web
QA Engineer
Project/Product/Marketing manager
Дизайнер и фронтенд разработчик
Системный инженер
Java разработчик
"Графический дизайнер, коллажист"
Технический директор
"Умею работать в команде, быстро усваиваю большое количество новой  информации, о"
В психологии с 2011 г. Консультирую на базе терапии принятием и ответственностью
Инженер по тестированию ПО
Frontend developer
Менджер продуктов
CEO
Занимаюсь тестированием веб приложений более 7 лет.
JS + React
"АСОИиУ,Техник"
"Генератор идей, хочу расти в технической части и заниматься творчеством"
Программирование - это мое кредо!
Java разработчик
Frontend разработчик
IOS Разработчик
аналитик как образ мышления)
подбор персонала
Frontend-разработчик
"Фронтенд-разработчик, специализируюсь на Angular"
Frontend разработчик
Symfony Develop
"⦁ Уверенные знания HTML, CSS, JavaScript, TypeScript, React, Redux,  Webpack"
Разработчик C# / .NET / ASP.NET
Системный аналитик
Frontend Developer
Дизайнер интерфейсов мобильных приложений
Front-end Developer
UI/UX Design
Frontend / Vue / JavaScript / HTML
"UX/UI-дизайнер, веб-дизайнер"
Резюме на HH (https://perm.hh.ru/resume/0405c0a8ff03ce95b70039ed1f5359634d6f67)
"Программист 1С, Java, JavaScript"
HR manager
"BRAND & VISUAL IDENTITY, UI/UX"
Уважаю конструктивную критику
"Фронтенд-разработчик, react, адаптивная вёрстка"
Front-end developer
"Java-разработка, управление разработкой, электронная коммерция"
"Развитие бизнес-проектов, Финансовый менеджмент, Маркетинг"
Recruitment | Consultant |
"Программист fullstack, руководитель группы, технический директор"
рекрутинг
Готова работать и развиваться в темпе компании.
"Арт-директор, дизайнер коммуникаций, презентаций"
Веб-программист
"Frontend, backend"
Бекенд разработчик
